"scientific_name","taxocode","a3_code","isscaap","english_name"
"Solen rostriformis","3161600311","OEX",56,"Rostrate jackknife"
"Solen grandis","3161600312","LNX",56,"Grand razor shell"
"Solen lamarckii","3161600313","ONK",56,"Lamarck's razor shell"
"Solen guineensis","3161600314","EGN",56,"Guinea razor shell"
"Solen spp","31616003XX","RAZ",56,"Solen razor clams nei"
"Ensis arcuatus","3161600501","EQK",56,"Arched razor shell"
"Ensis directus","3161600502","CLR",56,"Atl.jackknife(=Atl.razor clam)"
"Ensis ensis","3161600503","EQE",56,"Pod razor shell"
"Ensis macha","3161600504","EQH",56,"Giant jackknife"
"Ensis siliqua","3161600505","EQI",56,"Sword razor shell"
"Ensis goreensis","3161600506","ENY",56,"Goree razor clam"
"Ensis spp","31616005XX","EQX",56,"Ensis razor clams nei"
"Siliqua patula","3161600701","RAP",56,"Pacific razor clam"
"Siliqua alta","3161600702","IQA",56,"Dall's razor clam"
"Siliqua radiata","3161600703","IQR",56,"Sunset razor clam"
"Siliqua winteriana","3161600704","IQW",56,"Winter's razor clam"
"Siliqua spp","31616007XX","IQX",56,""
"Cultellus tenuis","3161600801","ULN",56,"African knife shell"
"Cultellus spp","31616008XX","UOX",56,""
"Solenidae","31616XXXXX","SOI",56,"Razor clams, knife clams nei"
"Mya arenaria","3161700601","CLS",56,"Sand gaper"
"Mya truncata","3161700602","YTK",56,"Blunt gaper"
"Mya spp","31617006XX","MWA",56,"Gaper nei"
"Panopea abrupta","3161808901","GEC",56,"Pacific geoduck"
"Panopea aldovrandi","3161808902","PQV",56,"Aldovrandi's panope"
"Panopea spp","31618089XX","GEX",56,""
"Hemidonax donaciformis","3161900101","HXD",56,"Common hemidonax"
"Anomia ephippium","3162000201","NOQ",53,"Common jingle shell"
"Anomia peruviana","3162000202","NPV",53,"Peruvian jingle shell"
"Anomia spp","31620002XX","NLX",53,""
"Pododesmus cepio","3162000301","ODQ",53,"Abalone jingle shell"
"Pododesmus spp","31620003XX","NXX",53,""
"Batissa violacea","3162100101","BVL",51,"Violet batissa"
"Polymesoda aequilatera","3162100201","YMA",51,"Equilateral marsh clam"
"Polymesoda caroliniana","3162100202","YMR",51,"Carolina marsh clam"
"Polymesoda erosa","3162100203","YME",51,"Common geloina"
"Polymesoda expansa","3162100204","YMX",51,"Broad geloina"
"Polymesoda triangula","3162100205","YMT",51,"Triangular mash clam"
"Polymesoda inflata","3162100206","YMI",51,"Inflated marsh clam"
"Polymesoda arctata","3162100207","YMK",51,"Slender marsh clam"
"Polymesoda bengalensis","3162100208","YMB",51,"Bengali geloina"
"Polymesoda spp","31621002XX","YGX",51,""
"Villorita cyprinoides","3162100301","VIY",51,"Common Indian marsh clam"
"Corbicula japonica","3162102502","CMJ",51,"Japanese corbicula"
"Corbicula manilensis","3162102503","CMM",51,"Manila clam"
"Corbicula fluminea","3162102504","CMA",51,"Asian clam"
"Corbicula spp","31621025XX","CLF",51,"Freshwater clams nei"
"Fimbria fimbriata","3162200101","FIF",56,"Common basket lucina"
"Fimbria soverbii","3162200102","FIV",56,"Elegant basket lucina"
"Acanthocardia aculeata","3162300101","AKK",56,"Spiny cockle"
"Acanthocardia echinata","3162300102","AKJ",56,"European prickly cockle"
"Acanthocardia paucicostata","3162300103","KTU",56,"Poorly ribbed cockle"
"Acanthocardia spinosa","3162300104","KTS",56,"Sand cockle"
"Acanthocardia tuberculata","3162300105","KTT",56,"Tuberculate cockle"
"Cerastoderma glaucum","3162300202","KTG",56,"Olive green cockle"
"Cerastoderma edule","3162300203","COC",56,"Common edible cockle"
"Cardium costatum","3162300301","KDO",56,"Costate cockle"
"Cardium rigens","3162300302","KDR",56,"Gaping cockle"
"Cardium spp","31623003XX","KFX",56,""
"Clinocardium buelowi","3162300401","KCW",56,"Bulow's cockle"
"Clinocardium nuttallii","3162300402","KCL",56,"Basket cockle"
"Dinocardium robustum","3162300501","DKR",56,"Giant atlantic cockle"
"Fulvia mutica","3162300601","FVM",56,"Japanese cockle"
"Fulvia papyracea","3162300602","FVP",56,"Paper cockle"
"Fulvia spp","31623006XX","FVX",56,""
"Hypanis plicatus","3162300701","YNK",56,"Folded lagoon cockle"
"Laevicardium crassum","3162300801","LVC",56,"Norwegian egg cockle"
"Laevicardium elatum","3162300802","LVL",56,"Giant Pacific egg cockle"
"Laevicardium oblongum","3162300803","LVO",56,"Oblong egg cockle"
"Laevicardium laevigatum","3162300804","LVV",56,"Common egg cockle"
"Laevicardium spp","31623008XX","KZX",56,"Egg cockles nei"
"Monodacna colorata","3162300901","MDK",56,"Coloured lagoon cockle"
"Trachycardium consors","3162301001","TKQ",56,"Consors' cockle"
"Trachycardium egmontianum","3162301002","TDX",56,"American prickly cockle"
"Trachycardium isocardia","3162301003","TIQ",56,"Even cockle"
"Trachycardium muricatum","3162301004","TIX",56,"American yellow cockle"
"Trachycardium panamense","3162301005","TQP",56,"Mexican cockle"
"Trachycardium procerum","3162301006","TQO",56,"Slender cockle"
"Trachycardium rugosum","3162301007","TQR",56,"Pacific yellow cockle"
"Trachycardium quadragenarium","3162301008","TQQ",56,"Giant Pacific cockle"
"Trachycardium rubicudum","3162301009","YKU",56,"Reddish cockle"
"Trachycardium angulatum","3162301010","YKA",56,"Angulate cockle"
"Trachycardium orbita","3162301011","YKR",56,"Orbit cockle"
"Trachycardium subrugosum","3162301012","YKS",56,"Wrinkled cockle"
"Trachycardium spp","31623010XX","YWX",56,""
"Fragum fragum","3162301101","FGR",56,"White strawberry cockle"
"Fragum hemicardium","3162301102","FGE",56,"Pacific half cockle"
"Fragum unedo","3162301103","FGD",56,"Pacific strawberry cockle"
"Americardia media","3162301201","MDQ",56,"Atlantic strawberry cockle"
"Corculum cardissa","3162301301","KCC",56,"True heart cockle"
"Plagiocardium pseudolatum","3162301401","GKS",56,"Broad cockle"
"Vepricardium asiaticum","3162301501","VKA",56,"Asiatic cockle"
"Vepricardium sinense","3162301502","VKS",56,"Chinese cockle"
"Serripes groenlandicus","3162301601","QRG",56,"Greenland smoothcockle"
"Cardiidae","31623XXXXX","COZ",56,"Cockles nei"
"Atactodea striata","3162400101","KDS",56,"Striate beach clam"
"Paphies australis","3162400201","AFQ",56,"Pipi wedge clam"
"Paphies spp","31624002XX","AKX",56,""
"Donacilla cornea","3162400301","DJC",56,"Corneous wedge clam"
"Mesodesma donacium","3162403901","CLM",56,"Macha clam"
"Mesodesma mactroides","3162403902","EQT",56,"Yellow wedge clam"
"Mesodesma subtriangulatum","3162403903","EQU",56,"Tuatua wedge clam"
"Mesodesma ventricosum","3162403904","EQV",56,"Toheroa wedge clam"
"Mesodesma spp","31624039XX","EBX",56,""
"Isognomon alatus","3162500101","IMA",53,"Flat tree oyster"
"Isognomon recognitus","3162500102","IMR",53,"Pacific tree oyster"
"Isognomon janus","3162500103","IOJ",53,"Janus tree oyster"
"Isognomon ephippium","3162500104","IGH",53,"Saddle tree oyster"
"Isognomon isognomum","3162500105","IGQ",53,"Wader tree oyster"
"Isognomon perna","3162500106","IMP",53,"Rayed tree oyster"
"Isognomon spp","31625001XX","IMX",53,""
"Tridacna gigas","3162605001","TDG",56,"Giant clam"
"Tridacna derasa","3162605002","TDD",56,"Smooth giant clam"
"Tridacna squamosa","3162605003","TDS",56,"Fluted giant clam"
"Tridacna crocea","3162605004","DKC",56,"Crocus giant clam"
"Tridacna maxima","3162605005","DKX",56,"Elongate giant clam"
"Hippopus hippopus","3162605101","HIP",56,"Bear paw clam"
"Hippopus porcellanus","3162605102","HJQ",56,"China clam"
"Laternula elliptica","3162700101","TNX",56,"Antarctic soft-shell clam"
"Laternula truncata","3162700102","ELV",56,"Truncate lantern clam"
"Laternula spp","31627001XX","ERX",56,""
"Lima lima","3162800101","IML",55,"Spiny file shell"
"Lima vulgaris","3162800102","IMV",55,"Common file shell"
"Limaria tuberculata","3162800201","IMT",55,"Inflated file shell"
"Acesta rathbuni","3162800301","KTR",55,"Rathbun's giant file shell"
"Acesta maui","3162800302","AVI",55,"Giant file shell"
"Ctenoides scabra","3162800401","KTX",55,"Rough lima"
"Limopsis marionensis","3162900101","LQI",56,"Antarctic airy limopsis"
"Anodontia edentula","3163000101","NQE",56,"Toothless lucine"
"Codakia orbicularis","3163000201","KKO",56,"Atlantic tiger lucine"
"Codakia tigerina","3163000202","KKT",56,"Pacific tiger lucine"
"Codakia interrupta","3163000203","KKI",56,"Interrupted lucine"
"Codakia punctata","3163000204","KKP",56,"Punctate lucine"
"Codakia spp","31630002XX","KLX",56,""
"Austriella corrugata","3163000401","ULK",56,"Corrugate lucine"
"Epicodakia bella","3163000501","EKL",56,"Divergent lucine"
"Loripes lucinalis","3163000601","LQU",56,"Pale lucina"
"Lucinoma borealis","3163000701","LQB",56,"Northern lucina"
"Lucina pensylvanica","3163000801","EWQ",56,"Pennsylvania lucine"
"Lucina spp","31630008XX","EWX",56,""
"Malleus regula","3163100101","USG",53,"Straight hammer oyster"
"Malleus albus","3163100102","EQB",53,"White hammer oyster"
"Malleus malleus","3163100103","EQM",53,"Black hammer oyster"
"Malletia gigantea","3163200101","LQG",56,"Kerguelen malletia"
"Carditamera floridana","3163300101","KTF",56,"Broad ribbed cardita"
"Cardites antiquatus","3163300201","KDQ",56,"Antique cardita"
"Cardites tankervillei","3163300202","KDT",56,"Tankerville's cardita"
"Cardites bicolor","3163300203","KDB",56,"Twotoned cardita"
"Cyclocardia astartoides","3163300301","YCI",56,"Antarctic cardita"
"Cardiocardita ajar","3163300401","KDJ",56,"Ajar cardita"
"Cardiocardita spp","31633004XX","KBX",56,""
"Beguina semiorbiculata","3163300501","BNG",56,"Halfround cardita"
"Estellacar olivacea","3163400101","EQO",56,"Olive ark"
"Portlandia isonota","3163500101","OLQ",56,"Kerguelen nut shell"
"Yoldia eightsi","3163500201","YDH",56,"Antarctic yoldia"
"Barnea candida","3163600101","BEQ",56,"White piddock"
"Barnea subtruncata","3163600102","BQS",56,"Pacific mud piddock"
"Barnea dilatata","3163600103","BQD",56,"Dilate piddock"
"Barnea manilensis","3163600104","BQM",56,"Manila piddock"
"Barnea truncata","3163600105","BQT",56,"Truncate barnea"
"Cyrtopleura costata","3163600201","YPK",56,"Angel wing"
"Pholas chiloensis","3163600301","FLK",56,"Pacific coast angel wing"
"Pholas orientalis","3163600302","FOO",56,"Oriental angel wing"
"Pholas dactylus","3163600303","FOD",56,"Common piddock"
"Pholas spp","31636003XX","FJX",56,""
"Martesia striata","3163600401","MJX",56,"Striate martesia"
"Talona explanata","3163600501","TXP",56,"Talona pholaad"
"Atrina fragilis","3163700101","TQF",55,"Brittle pen shell"
"Atrina pectinata","3163700102","TQE",55,"Comb pen shell"
"Atrina maura","3163700103","TQM",55,"Maura pen shell"
"Atrina tuberculosa","3163700104","TQC",55,"Tuberculate pen shell"
"Atrina vexillum","3163700105","TQX",55,"Flag pen shell"
"Atrina chautardi","3163700106","RNY",55,"Chautard's pen shell"
"Atrina spp","31637001XX","TQY",55,"Pen shells nei"
"Pinna nobilis","3163700201","PQB",55,"Noble pen shell"
"Pinna rugosa","3163700202","PJQ",55,"Rugose pen shell"
"Pinna bicolor","3163700203","IAK",55,"Bicolor pen shell"
"Pinna muricata","3163700204","NAJ",55,"Prickly pen shell"
"Pinna rudis","3163700205","NNW",55,"Rough pen shell"
"Pinna spp","31637002XX","IDX",55,""
"Gari elongata","3163800101","GQE",56,"Elongate sunset clam"
"Gari minor","3163800102","GQM",56,"Minor sunset clam"
"Gari togata","3163800103","GJT",56,"Courtesan sunset clam"
"Gari squamosa","3163800104","GJQ",56,"Squamose sunset clam"
"Gari truncata","3163800105","GJU",56,"Truncate sunset clam"
"Gari depressa","3163800106","GJD",56,"Depressed sunset clam"
"Gari fervensis","3163800107","GIF",56,"Faeroe sunset clam"
"Gari spp","31638001XX","GIX",56,"Sunset clams nei"
"Heterodonax pacificus","3163800201","HXF",56,"Western small false donax"
"Hiatula chinensis","3163800301","HUQ",56,"Chinese sanguin"
"Nuttallia nuttallii","3163800401","UTN",56,"Nuttall's mahogany clam"
"Nuttallia obscurata","3163800402","NUY",56,"Varnish clam"
"Sanguinolaria cruenta","3163800501","UNU",56,"Operculate sanguin"
"Sanguinolaria spp","31638005XX","UJX",56,""
"Asaphis violascens","3163800601","FSV",56,"Pacific asaphis"
"Asaphis spp","31638006XX","FWX",56,""
"Soletellina diphos","3163800701","OIF",56,"Diphos sanguin"
"Semele radiata","3163900101","SRZ",56,"Radiate semele"
"Semele decisa","3163900102","EMQ",56,"Bark semele"
"Semele solida","3163900103","TUW",56,"Chilean semele"
"Semele spp","31639001XX","XML",56,"Semeles nei"
"Sinonovacula constricta","3164000101","SVT",56,"Constricted tagelus"
"Tagelus dombeii","3164000201","TGZ",56,"Dombey's tagelus"
"Tagelus plebeius","3164000202","TEX",56,"Stout tagelus"
"Tagelus californianus","3164000203","TEY",56,"Californian tagelus"
"Tagelus peruvianus","3164000204","TLX",56,"Duckbill tagelus"
"Tagelus adansonii","3164000205","GLW",56,"Adanson's tagelus"
"Tagelus spp","31640002XX","GHX",56,""
"Azorinus abbreviatus","3164000301","ZNB",56,"Small short razor"
"Azorinus chamasolen","3164000302","ZNC",56,"Antique razor clam"
"Solecurtus divaricatus","3164000401","KUT",56,"Divaricate short razor"
"Solecurtus strigilatus","3164000402","UUT",56,"Rasp short razor"
"Solecurtus spp","31640004XX","UUX",56,""
"Pharus legumen","3164000501","FRL",56,"Bean solen"
"Spondylus americanus","3164100101","DYM",53,"Atlantic thorny oyster"
"Spondylus gaederopus","3164100102","DYD",53,"European thorny oyster"
"Spondylus ictericus","3164100103","DYJ",53,"Digitate thorny oyster"
"Spondylus calcifer","3164100105","ONF",53,"Donkey thorny oyster"
"Spondylus princeps","3164100106","OUQ",53,"Pacific thorny oyster"
"Spondylus squamosus","3164100107","OOQ",53,"Ducal thorny oyster"
"Spondylus barbatus","3164100108","DYB",53,"Bearded thorny oyster"
"Spondylus butleri","3164100109","DUL",53,"Butler's thorny oyster"
"Spondylus imperialis","3164100110","DSJ",53,"Imperial thorny oyster"
"Spondylus versicolor","3164100111","DSV",53,"Golden thorny oyster"
"Spondylus spp","31641001XX","DZX",53,"Thorny oysters nei"
"Macoma brevifrons","3164200101","MQF",56,"Short macoma"
"Macoma constricta","3164200102","OKC",56,"Constricted macoma"
"Macoma grandis","3164200103","MKD",56,"Grand macoma"
"Macoma nasuta","3164200104","MCZ",56,"Bentnose macoma"
"Macoma secta","3164200105","MKZ",56,"White sand macoma"
"Macoma cancellata","3164200106","KMC",56,"Cancellate panope"
"Macoma spp","31642001XX","OVX",56,""
"Tellina incarnata","3164200201","TQI",56,"Fleshy tellin"
"Tellina alternata","3164200202","TQL",56,"Alternate tellin"
"Tellina planata","3164200203","TQT",56,"Flat tellin"
"Tellina staurella","3164200204","TQS",56,"Cross tellin"
"Tellina virgata","3164200205","TQV",56,"Virgate tellin"
"Tellina laceridens","3164200206","TNZ",56,"Lacerate tellin"
"Tellina simulans","3164200207","TLY",56,"Similar red tellin"
"Tellina foliacea","3164200208","TFK",56,"Foliated tellin"
"Tellina linguafelis","3164200209","LLF",56,"Cat's tongue tellin"
"Tellina palatam","3164200210","LLX",56,"Palate tellin"
"Tellina remies","3164200211","EQJ",56,"Remies tellin"
"Tellina scobinata","3164200212","EQC",56,"Rasp tellin"
"Tellina timorensis","3164200213","EQN",56,"Timor tellin"
"Tellina albicans","3164200214","EIX",56,"Glossy tellin"
"Tellina pulchella","3164200215","LIQ",56,"Beautiful tellin"
"Tellina tenuis","3164200216","ENW",56,"Delicate tellin"
"Tellina hyalina","3164200217","TXH",56,"Hyaline tellin"
"Tellina senegambiensis","3164200218","TXS",56,"Senegambian tellin"
"Tellina strigosa","3164200219","TXT",56,"Thin tellin"
"Tellina fabula","3164200220","TXF",56,""
"Tellina spp","31642002XX","TWL",56,"Tellins nei"
"Apolymetis ephippium","3164200301","YMH",56,"Saddle grooved macoma"
"Apolymetis papyracea","3164200302","YIY",56,"Paper tellin"
"Apolymetis spp","31642003XX","YKX",56,""
"Gastrana fragilis","3164200401","GTG",56,"Fragile tellin"
"Cucullaea labiata","3164400101","UCL",56,"Hooked ark"
"Placuna placenta","3164500101","UNA",81,"Windowpane oyster"
"Placuna ephippium","3164500102","UNF",81,"Saddle oyster"
"Bactronophorus thoracites","3164600101","BCQ",56,"Edible shipworm"
"Lyrodus pedicellatus","3164600201","YRK",56,"Siamese shipworm"
"Mysia undata","3164700101","YIU",56,"Undulated false lucine"
"Petricola pholadiformis","3164700201","PKH",56,"False angel wing"
"Petricola spp","31647002XX","PIX",56,""
"Scrobicularia plana","3164800101","OBN",56,"Peppery furrow"
"Solemya togata","3164900101","OMX",56,"Mediterranean awning clam"
"Thracia papyracea","3165000101","HQY",56,"Paper thracia"
"Thracia pubescens","3165000102","HQN",56,"Pubescent thracia"
"Dreissena polymorpha","3165100101","DRP",51,"Zebra mussel"
"Mytilopsis leucophaeata","3165100201","YIH",56,"Dark falsemussel"
"Mytilopsis sallei","3165100202","YSQ",56,"Santo Domingo falsemussel"
"Euciroa galatheae","3165200101","EGW",53,""
"Bivalvia","316XXXXXXX","CLX",56,"Clams, etc. nei"
"Sepiadarium kochii","3210100101","EDK",57,NA
"Sepiadarium austrinum","3210100102","EDZ",57,"Southern bottletail squid"
"Sepioloidea lineolata","3210100201","EZL",57,"Striped dumpling squid"
"Sepia aculeata","3210200201","EJA",57,"Needle cuttlefish"
"Sepia officinalis","3210200202","CTC",57,"Common cuttlefish"
"Sepia bertheloti","3210200203","EJB",57,"African cuttlefish"
"Sepia elegans","3210200204","EJE",57,"Elegant cuttlefish"
"Sepia orbignyana","3210200205","IAR",57,"Pink cuttlefish"
"Sepia andreana","3210200206","EJN",57,"Andrea cuttlefish"
"Sepia apama","3210200207","EIP",57,"Giant Australian cuttlefish"
"Sepia arabica","3210200208","EJR",57,"Arabian cuttlefish"
"Sepia aureomaculata","3210200209","EJU",57,""
"Sepia australis","3210200210","EJT",57,"Southern cuttlefish"
"Sepia braggi","3210200211","EJG",57,"Slender cuttlefish"
"Sepia brevimana","3210200212","EIJ",57,"Shortclub cuttlefish"
"Sepia elobyana","3210200213","EJL",57,"Guinean cuttlefish"
"Sepia erostrata","3210200214","EJO",57,""
"Sepia esculenta","3210200215","EJK",57,"Golden cuttlefish"
"Sepia foliopeza","3210200216","EJF",57,""
"Sepia kobiensis","3210200217","EIQ",57,"Kobi cuttlefish"
"Sepia latimanus","3210200218","EJX",57,"Broadclub cuttlefish"
"Sepia longipes","3210200219","IAL",57,"Longarm cuttlefish"
"Sepia lorigera","3210200220","IAO",57,"Spider cuttlefish"
"Sepia lycidas","3210200221","EIY",57,"Kisslip cuttlefish"
"Sepia madokai","3210200222","EJD",57,"Madokai's cuttlefish"
"Sepia mestus","3210200223","IAM",57,"Reaper cuttlefish"
"Sepia tokioensis","3210200224","IAI",57,""
"Sepia murrayi","3210200225","EJY",57,"Frog cuttlefish"
"Sepia omani","3210200226","IAA",57,"Oman cuttlefish"
"Sepia pardex","3210200227","IAD",57,""
"Sepia peterseni","3210200228","IAT",57,""
"Sepia pharaonis","3210200229","IAH",57,"Pharaoh cuttlefish"
"Sepia prashadi","3210200230","EJH",57,"Hooded cuttlefish"
"Sepia recurvirostra","3210200231","IAE",57,"Curvespine cuttlefish"
"Sepia savignyi","3210200232","IAV",57,"Broadback cuttlefish"
"Sepia subtenuipes","3210200233","EIW",57,""
"Sepia tenuipes","3210200234","EJW",57,""
"Sepia trygonina","3210200235","IAN",57,"Trident cuttlefish"
"Sepia hierredda","3210200237","CVT",57,"Giant African cuttlefish"
"Sepia opipara","3210200238","IAQ",57,"Magnificent cuttlefish"
"Sepia vermiculata","3210200239","IEV",57,"Patchwork cuttlefish"
"Sepia bandensis","3210200240","IEB",57,"Stumpy cuttlefish"
"Sepia bartletti","3210200241","WTB",57,"Bartlett's cuttlefish"
"Sepia cultrata","3210200242","WTC",57,"Knifebone cuttlefish"
"Sepia elliptica","3210200243","WTE",57,"Ovalbone cuttlefish"
"Sepia grahami","3210200244","WTG",57,NA
"Sepia hedleyi","3210200245","WTH",57,NA
"Sepia papuensis","3210200246","WSP",57,"Papuan cuttlefish"
"Sepia plangon","3210200247","WTA",57,"Striking cuttlefish"
"Sepia prabahari","3210200248","WTK",57,"Small striped cuttlefish"
"Sepia mira","3210200249","WTQ",57,"Little cuttlefish"
"Sepia ramani","3210200250","WTR",57,"Large striped cuttlefish"
"Sepia rozella","3210200251","WTZ",57,"Rosecone cuttlefish"
"Sepia smithi","3210200252","WTY",57,NA
"Sepia stellifera","3210200253","WTF",57,"Starry cuttlefish"
"Sepia sulcata","3210200254","WSU",57,"Grooved cuttlefish"
"Sepia vietnamica","3210200255","WTV",57,"Viet Nam cuttlefish"
"Sepia vossi","3210200256","WSZ",57,NA
"Sepia whitleyana","3210200257","WSW",57,NA
"Sepia zanzibarica","3210200258","WUZ",57,"Zanzibar cuttlefish"
"Sepia spp","32102002XX","IAX",57,"Cuttlefishes nei"
"Metasepia tullbergi","3210200501","IAJ",57,"Paintpot cuttlefish"
"Metasepia pfefferi","3210200502","IAZ",57,"Flamboyant cuttlefish"
"Sepiella japonica","3210203001","IEJ",57,"Japanese spineless cuttlefish"
"Sepiella inermis","3210203002","ILR",57,"Spineless cuttlefish"
"Sepiella ornata","3210203003","IEO",57,"Ornate cuttlefish"
"Sepiella ocellata","3210203004","WTO",57,"Sotty cuttlefish"
"Sepiella weberi","3210203005","WRW",57,NA
"Sepiella spp","32102030XX","IEX",57,"Sepiella cuttlefishes nei"
"Sepiidae, Sepiolidae","32102XXXXX026","CTL",57,"Cuttlefish, bobtail squids nei"
"Heteroteuthis dispar","3210300101","HHP",57,"Odd bobtail squid"
"Heteroteuthis serventyi","3210300102","HZS",57,""
"Heteroteuthis weberi","3210300103","HZW",57,"Stumpy bobtail squid"
"Sepiolina nipponensis","3210300201","IIN",57,"Japanese bobtail squid"
"Rossia macrosoma","3210302201","ROA",57,"Stout bobtail squid"
"Rossia bullisi","3210302204","OJU",57,"Bully bobtail squid"
"Rossia pacifica","3210302205","OJP",57,"North Pacific bobtail squid"
"Rossia tortugaensis","3210302206","OJT",57,"Tortuga bobtail squid"
"Austrorossia antillensis","3210303001","OJA",57,"Antilles bobtail squid"
"Austrorossia bipapillata","3210303002","OJB",57,"Big-eyed bobtail squid"
"Austrorossia australis","3210303003","OJG",57,"Big bottom bobtail squid"
"Stoloteuthis leucoptera","3210303101","UTK",57,"Leucoptera bobtail squid"
"Euprymna berryi","3210303601","EMY",57,"Humming-bird bobtail squid"
"Euprymna morsei","3210303602","EYQ",57,"Mimika bobtail squid"
"Euprymna tasmanica","3210303603","EYZ",57,"Southern bobtail squid"
"Sepiola rondeleti","3210303901","CTR",57,"Dwarf bobtail squid"
"Sepiola affinis","3210303902","IOF",57,"Analogous bobtail squid"
"Sepiola atlantica","3210303903","IOT",57,"Atlantic bobtail squid"
"Sepiola aurantiaca","3210303904","IOU",57,"Golden bobtail squid"
"Sepiola birostrata","3210303905","IOB",57,"Butterfly bobtail squid"
"Sepiola intermedia","3210303906","IOI",57,"Intermediate bobtail squid"
"Sepiola ligulata","3210303907","IOL",57,"Tongue bobtail squid"
"Sepiola robusta","3210303908","IOR",57,"Robust bobtail squid"
"Sepiola steenstrupiana","3210303909","IOE",57,"Steenstrup's bobtail squid"
"Sepiola parva","3210303910","IOZ",57,"Spotty bobtail squid"
"Sepiola trirostrata","3210303911","IOQ",57,"Knobby bobtail squid"
"Sepiola spp","32103039XX","IOX",57,"Sepiola bobtail squids nei"
"Rondeletiola minor","3210304001","OTO",57,"Lentil bobtail squid"
"Sepietta neglecta","3210304201","ITG",57,"Elegant bobtail squid"
"Sepietta obscura","3210304202","ITB",57,"Mysterious bobtail squid"
"Sepietta oweniana","3210304203","ITW",57,"Common bobtail squid"
"Semirossia equalis","3210304601","MQI",57,"Greater shining bobtail squid"
"Semirossia tenera","3210304602","IRE",57,"Lesser shining bobtail squid"
"Neorossia caroli","3210304801","NEK",57,"Carol bobtail squid"
"Loligo uyii","3210400101","OJY",57,"Little squid"
"Loligo gahi","3210400102","SQP",57,"Patagonian squid"
"Loligo opalescens","3210400103","SQO",57,"Opalescent inshore squid"
"Loligo chinensis","3210400104","OJH",57,"Mitre squid"
"Loligo pealeii","3210400105","SQL",57,"Longfin squid"
"Loligo edulis","3210400106","OJE",57,"Swordtip squid"
"Loligo bleekeri","3210400107","OGK",57,"Spear squid"
"Loligo beka","3210400108","OGB",57,"Beka squid"
"Loligo vulgaris","3210400109","SQR",57,"European squid"
"Loligo kobiensis","3210400110","OJK",57,"Kobi squid"
"Loligo duvauceli","3210400111","OJD",57,"Indian squid"
"Loligo reynaudi","3210400112","CHO",57,"Cape Hope squid"
"Loligo forbesi","3210400113","SQF",57,"Veined squid"
"Loligo japonica","3210400114","OJJ",57,"Japanese squid"
"Loligo ocula","3210400115","OJL",57,"Bigeye inshore squid"
"Loligo plei","3210400116","OJO",57,"Slender inshore squid"
"Loligo roperi","3210400117","OJR",57,"Island inshore squid"
"Loligo sanpaulensis","3210400118","OJS",57,"Sao Paulo squid"
"Loligo sibogae","3210400119","OJI",57,"Siboga squid"
"Loligo surinamensis","3210400121","OJM",57,"Surinam squid"
"Loligo spp","32104001XX","SQC",57,"Common squids nei"
"Stauroteuthis syrtensis","3210400201","SUY",57,""
"Sepioteuthis australis","3210400701","UHU",57,"Southern reef squid"
"Sepioteuthis lessoniana","3210400702","UHL",57,"Bigfin reef squid"
"Sepioteuthis sepioidea","3210400703","UHS",57,"Caribbean reef squid"
"Sepioteuthis spp","32104007XX","UHW",57,"Reef squids nei"
"Alloteuthis subulata","3210401301","OUL",57,"European common squid"
"Alloteuthis media","3210401302","OUM",57,"Midsize squid"
"Alloteuthis africana","3210401303","OUK",57,"African squid"
"Alloteuthis spp","32104013XX","OUW",57,"Alloteuthis squids nei"
"Lolliguncula brevis","3210402101","IUB",57,"Western Atlantic brief squid"
"Lolliguncula mercatoris","3210402102","IUM",57,"Guinean thumbstall squid"
"Lolliguncula panamensis","3210402103","IUJ",57,"Panama brief squid"
"Lolliguncula spp","32104021XX","SQT",57,"Thumbstall squids nei"
"Loliolopsis diomedeae","3210402301","OKD",57,"Dart squid"
"Uroteuthis bartschi","3210402401","URB",57,"Bartsch's squid"
"Uroteuthis singhalensis","3210402402","OJN",57,"Long barrel squid"
"Loliginidae","32104XXXXX","SQZ",57,"Inshore squids nei"
"Hyaloteuthis pelagica","3210500101","HQI",57,"Glassy flying squid"
"Ommastrephes bartrami","3210500301","OFJ",57,"Neon flying squid"
"Ommastrephes caroli","3210500302","OFC",57,"Webbed flying squid"
"Ommastrephes pteropus","3210500303","OFE",57,"Orangeback flying squid"
"Ommastrephes spp","32105003XX","OMM",57,"Flying squids nei"
"Ornithoteuthis antillarum","3210500901","OKA",57,"Atlantic bird squid"
"Ornithoteuthis volatilis","3210500902","OKL",57,"Shiny bird squid"
"Illex illecebrosus","3210501001","SQI",57,"Northern shortfin squid"
"Illex coindetii","3210501002","SQM",57,"Broadtail shortfin squid"
"Illex argentinus","3210501003","SQA",57,"Argentine shortfin squid"
"Illex oxygonius","3210501005","IXO",57,"Sharptail shortfin squid"
"Illex spp","32105010XX","ILL",57,"Shortfin squids nei"
"Todaropsis eblanae","3210501101","TDQ",57,"Lesser flying squid"
"Dosidicus gigas","3210502301","GIS",57,"Jumbo flying squid"
"Symplectoteuthis luminosa","3210504301","YMU",57,"Luminous flying squid"
"Symplectoteuthis oualaniensis","3210504302","YMO",57,"Purpleback flying squid"
"Todarodes sagittatus","3210505801","SQE",57,"European flying squid"
"Todarodes filippovae","3210505802","TFP",57,"Antarctic flying squid"
